ROWID,N_RETURNEES,DEST,check_ESC_OBS_MED_by_dest,N_ESC,N_ESC_LEAD
2018_192,NA,Georgia,NA,NA,NA
2018_193,NA,Georgia,NA,NA,NA
2018_197,NA,Albania,NA,NA,NA
2018_198,NA,Albania,NA,NA,NA
2018_201,NA,Russia,NA,NA,NA
2018_204,NA,Afghanistan,NA,NA,NA
2018_205,NA,Afghanistan,NA,NA,NA
2018_208,NA,Albania,NA,NA,NA
2018_209,NA,Albania,NA,NA,NA
2018_213,NA,Pakistan,NA,NA,NA
2018_216,NA,Serbia,NA,NA,NA
2018_219,NA,Georgia,NA,NA,NA
2018_220,NA,Georgia,NA,NA,NA
2018_223,NA,Albania,NA,NA,NA
2018_224,NA,Albania,NA,NA,NA
2018_226,NA,Armenia,NA,NA,NA
2018_230,NA,Afghanistan,NA,NA,NA
2018_231,NA,Afghanistan,NA,NA,NA
2018_234,NA,Gambia,NA,NA,NA
2018_235,NA,Gambia,NA,NA,NA
2018_240,NA,Albania,NA,NA,NA
2018_241,NA,Albania,NA,NA,NA
2018_244,NA,Serbia,NA,NA,NA
2018_251,NA,Albania,NA,NA,NA
2018_262,NA,Nigeria,NA,NA,NA
2018_270,NA,Albania,NA,NA,NA
2018_273,NA,Albania,NA,NA,NA
2018_274,NA,Albania,NA,NA,NA
2018_280,NA,Albania,NA,NA,NA
2018_281,NA,Albania,NA,NA,NA
2018_283,NA,Albania,NA,NA,NA
2018_286,NA,Afghanistan,NA,NA,NA
2018_291,NA,Afghanistan,NA,NA,NA
2018_293,NA,Egypt,NA,NA,NA
2018_296,NA,Pakistan,NA,NA,NA
2018_301,NA,Georgia,NA,NA,NA
2018_302,NA,Georgia,NA,NA,NA
2018_304,NA,Albania,NA,NA,NA
2018_305,NA,Albania,NA,NA,NA
2018_310,NA,Albania,NA,NA,NA
2018_312,NA,Russia,NA,NA,NA
2018_315,NA,Albania,NA,NA,NA
2018_316,NA,Albania,NA,NA,NA
2018_318,NA,Serbia,NA,NA,NA
2018_320,NA,Tunisia,NA,NA,NA
2018_321,NA,Tunisia,NA,NA,NA
2018_327,NA,Nigeria,NA,NA,NA
2018_328,NA,Nigeria,NA,NA,NA
2018_332,NA,Afghanistan,NA,NA,NA
2018_335,NA,Albania,NA,NA,NA
2018_336,NA,Albania,NA,NA,NA
2018_339,NA,Georgia,NA,NA,NA
2018_340,NA,Georgia,NA,NA,NA
2018_344,NA,Albania,NA,NA,NA
2018_350,NA,Albania,NA,NA,NA
2018_354,NA,Armenia,NA,NA,NA
2018_358,NA,Albania,NA,NA,NA
2018_359,NA,Albania,NA,NA,NA
2018_366,NA,Nigeria,NA,NA,NA
2018_369,NA,Georgia,NA,NA,NA
2018_370,NA,Georgia,NA,NA,NA
2018_374,NA,Albania,NA,NA,NA
2018_375,NA,Albania,NA,NA,NA
2018_378,NA,Georgia,NA,NA,NA
2018_379,NA,Georgia,NA,NA,NA
2018_386,NA,Congo DR,TRUE,4,1
2018_388,NA,Ivory Coast,NA,NA,NA
2018_389,NA,Ivory Coast,NA,NA,NA
2018_391,NA,Serbia,NA,NA,NA
2018_393,NA,Albania,NA,NA,NA
2018_394,NA,Albania,NA,NA,NA
2018_397,NA,Albania,NA,NA,NA
2018_398,NA,Albania,NA,NA,NA
2018_400,NA,Albania,NA,NA,NA
2018_401,NA,Serbia,TRUE,31,1
2018_402,NA,Serbia,NA,NA,NA
2018_403,NA,Tunisia,TRUE,62,NA
2018_406,NA,Pakistan,NA,NA,NA
2018_409,NA,Afghanistan,NA,NA,NA
2018_413,NA,Albania,NA,NA,NA
2018_414,NA,Albania,NA,NA,NA
2018_417,NA,Serbia,NA,NA,NA
2018_422,NA,Afghanistan,NA,NA,NA
2018_425,NA,Iraq,NA,NA,NA
2018_426,NA,Iraq,NA,NA,NA
2018_429,NA,Georgia,NA,NA,NA
2018_432,NA,Serbia,NA,NA,NA
2018_437,NA,Pakistan,NA,NA,NA
2018_441,NA,Albania,NA,NA,NA
2018_442,NA,Albania,NA,NA,NA
2018_444,NA,Kosovo,NA,NA,NA
2018_447,NA,Ukraine,NA,NA,NA
2018_448,NA,Ukraine,NA,NA,NA
2018_452,NA,Albania,NA,NA,NA
2018_453,NA,Albania,NA,NA,NA
2018_460,NA,Nigeria,NA,NA,NA
2018_464,NA,Georgia,NA,NA,NA
2018_468,NA,Albania,NA,NA,NA
2018_469,NA,Albania,NA,NA,NA
2018_476,NA,Pakistan,NA,NA,NA
2018_479,NA,Georgia,NA,NA,NA
2018_480,NA,Georgia,NA,NA,NA
2018_485,NA,Russia,NA,NA,NA
2018_486,NA,Russia,NA,NA,NA
2018_489,NA,Egypt,NA,NA,NA
2018_491,NA,Gambia,NA,NA,NA
2018_494,NA,Albania,NA,NA,NA
2018_496,NA,Somalia,NA,NA,NA
2018_497,NA,Somalia,NA,NA,NA
2018_513,NA,Montenegro,NA,NA,NA
2018_516,NA,Serbia,NA,NA,NA
2018_521,NA,Albania,NA,NA,NA
2018_522,NA,Albania,NA,NA,NA
2018_527,NA,Ghana,NA,NA,NA
2018_528,NA,Ghana,NA,NA,NA
2018_533,NA,Albania,NA,NA,NA
2018_534,NA,Albania,NA,NA,NA
2018_541,NA,Albania,NA,NA,NA
2018_544,NA,Bangladesh,NA,NA,NA
2018_546,NA,Nigeria,NA,NA,NA
2018_547,NA,Nigeria,NA,NA,NA
2018_548,NA,Nigeria,NA,NA,NA
2018_551,NA,Georgia,NA,NA,NA
2018_552,NA,Georgia,NA,NA,NA
2018_555,NA,Afghanistan,NA,NA,NA
2018_560,NA,Georgia,NA,NA,NA
2018_561,NA,Georgia,NA,NA,NA
2018_564,NA,Albania,NA,NA,NA
2018_565,NA,Albania,NA,NA,NA
2018_572,NA,Ghana,NA,NA,NA
2018_573,NA,Ghana,NA,NA,NA
2018_574,NA,Ghana,NA,NA,NA
2018_576,NA,Macedonia,NA,NA,NA
2018_577,NA,Macedonia,NA,NA,NA
2018_580,NA,Albania,NA,NA,NA
2018_581,NA,Albania,NA,NA,NA
2018_583,NA,Albania,NA,NA,NA
2018_584,NA,Albania,NA,NA,NA
2018_587,NA,Pakistan,NA,NA,NA
2018_591,NA,Pakistan,NA,NA,NA
2018_592,NA,Pakistan,NA,NA,NA
2018_595,NA,Russia,NA,NA,NA
2018_598,NA,Albania,NA,NA,NA
2018_599,NA,Albania,NA,NA,NA
2018_604,NA,Nigeria,NA,NA,NA
2018_608,NA,Togo,NA,NA,NA
2018_609,NA,Togo,NA,NA,NA
2018_612,NA,Afghanistan,NA,NA,NA
2018_613,NA,Afghanistan,NA,NA,NA
2018_616,NA,Albania,NA,NA,NA
2018_617,NA,Albania,NA,NA,NA
2018_620,NA,Pakistan,NA,NA,NA
2018_624,NA,Afghanistan,TRUE,17,2
2018_629,NA,Afghanistan,NA,NA,NA
2018_631,NA,Macedonia,NA,NA,NA
2018_635,NA,Albania,NA,NA,NA
2018_636,NA,Albania,NA,NA,NA
2018_640,NA,Tunisia,NA,NA,NA
2018_642,NA,Georgia,NA,NA,NA
2018_644,NA,Serbia,NA,NA,NA
2018_647,NA,Ghana,NA,NA,NA
2018_650,NA,Albania,NA,NA,NA
2018_651,NA,Albania,NA,NA,NA
2018_653,NA,Gambia,NA,NA,NA
2018_655,NA,Macedonia,NA,NA,NA
2018_657,NA,Georgia,NA,NA,NA
2018_658,NA,Georgia,NA,NA,NA
2018_664,NA,Nigeria,NA,NA,NA
2018_665,NA,Tunisia,TRUE,84,1
2018_670,NA,Albania,NA,NA,NA
2018_671,NA,Albania,NA,NA,NA
2018_673,NA,Nigeria,NA,NA,NA
2018_677,NA,Russia,NA,NA,NA
2018_680,NA,Pakistan,NA,NA,NA
2018_682,NA,Pakistan,NA,NA,NA
2018_683,NA,Pakistan,NA,NA,NA
2018_689,NA,Albania,NA,NA,NA
2018_690,NA,Albania,NA,NA,NA
2018_692,NA,Gambia,NA,NA,NA
2018_695,NA,Albania,NA,NA,NA
2018_696,NA,Afghanistan,NA,NA,NA
2018_697,NA,Afghanistan,TRUE,13,1
2018_700,NA,Afghanistan,NA,NA,NA
2018_702,NA,Macedonia,NA,NA,NA
2018_705,NA,Tunisia,NA,NA,NA
2018_709,NA,Armenia,NA,NA,NA
2018_712,NA,Afghanistan,NA,NA,NA
2018_716,NA,Albania,NA,NA,NA
2018_723,NA,Nigeria,NA,NA,NA
2018_727,NA,Pakistan,NA,NA,NA
2018_728,NA,Pakistan,NA,NA,NA
2018_730,NA,Russia,NA,NA,NA
2018_733,NA,Egypt,NA,NA,NA
2018_736,NA,Albania,NA,NA,NA
2018_740,NA,Georgia,NA,NA,NA
2018_748,NA,Albania,NA,NA,NA
2018_751,NA,Albania,NA,NA,NA
2018_755,NA,Albania,NA,NA,NA
2018_758,NA,Nigeria,NA,NA,1
2018_759,NA,Nigeria,NA,NA,NA
2018_761,NA,Afghanistan,NA,NA,NA
2018_764,NA,Albania,NA,NA,NA
2018_765,NA,Albania,NA,NA,NA
2018_771,NA,Pakistan,NA,NA,NA
2018_776,NA,Albania,NA,NA,NA
2018_780,NA,Afghanistan,NA,NA,NA
2018_786,NA,Somalia,NA,NA,NA
2018_796,NA,Nigeria,NA,NA,NA
2018_798,NA,Albania,NA,NA,NA
2018_800,NA,Bosnia and Herzegovina,NA,NA,NA
2018_807,NA,Albania,NA,NA,NA
2018_808,NA,Albania,NA,NA,NA
2018_810,NA,Gambia,NA,NA,NA
2018_811,NA,Gambia,NA,NA,NA
2018_815,NA,Macedonia,NA,NA,NA
2018_4,NA,Macedonia,NA,NA,NA
2018_5,NA,Macedonia,NA,NA,NA
2018_6,NA,Kosovo,NA,NA,NA
2018_7,NA,Kosovo,NA,NA,NA
2018_12,NA,Kosovo,NA,NA,NA
2018_13,NA,Kosovo,NA,NA,NA
2018_18,NA,Belarus,NA,NA,NA
2018_20,NA,Belarus,NA,NA,NA
2018_29,NA,Macedonia,NA,NA,NA
2018_30,NA,Macedonia,NA,NA,NA
2018_53,NA,Kosovo,NA,NA,NA
2018_54,NA,Kosovo,NA,NA,NA
2018_55,NA,Kosovo,NA,NA,NA
2018_99,NA,Macedonia,NA,NA,NA
2018_100,NA,Macedonia,NA,NA,NA
2018_101,NA,Uzbekistan,NA,NA,NA
2018_102,NA,Uzbekistan,NA,NA,NA
2018_103,NA,Uzbekistan,NA,NA,NA
2018_104,NA,Kosovo,NA,NA,NA
2018_105,NA,Kosovo,NA,NA,NA
2018_107,NA,Armenia,NA,NA,NA
2018_108,NA,Armenia,NA,NA,NA
2018_109,NA,Armenia,NA,NA,NA
2018_133,NA,Moldova,NA,NA,NA
2018_146,NA,Ghana,NA,NA,NA
2018_150,NA,Ghana,NA,NA,NA
2018_151,NA,Ghana,NA,NA,NA
2018_152,NA,Ghana,NA,NA,NA
2018_163,NA,Dominican Republic,NA,NA,NA
2018_164,NA,Dominican Republic,NA,NA,NA
2018_165,NA,Dominican Republic,NA,NA,NA
2018_166,NA,Dominican Republic,NA,NA,NA
2018_168,NA,Kosovo,NA,NA,NA
2018_171,NA,Macedonia,NA,NA,NA
2018_172,NA,Macedonia,NA,NA,NA
2018_174,NA,Kosovo,NA,NA,NA
2018_175,NA,Kosovo,NA,NA,NA
2018_176,NA,Pakistan,NA,NA,NA
2018_178,NA,Pakistan,NA,NA,NA
2018_179,NA,Pakistan,NA,NA,NA
2018_180,NA,Pakistan,NA,NA,NA
2018_188,NA,Moldova,NA,NA,NA
2018_189,NA,Moldova,NA,NA,NA
2018_190,NA,Moldova,NA,NA,NA
2018_210,NA,Serbia,NA,NA,NA
2018_211,NA,Serbia,NA,NA,NA
2018_232,NA,Ghana,NA,NA,NA
2018_233,NA,Ghana,NA,NA,NA
2018_234,NA,Ghana,NA,NA,NA
2018_235,NA,Ghana,NA,NA,NA
2018_253,NA,Gambia,NA,NA,NA
2018_254,NA,Gambia,NA,NA,NA
2018_255,NA,Gambia,NA,NA,NA
2018_256,NA,Gambia,NA,NA,NA
2018_257,NA,Gambia,NA,NA,NA
2018_258,NA,Gambia,NA,NA,NA
2018_259,NA,Gambia,NA,NA,NA
2018_261,NA,Gambia,NA,NA,NA
2018_262,NA,Gambia,NA,NA,NA
2018_267,NA,Kosovo,NA,NA,NA
2018_270,NA,Kosovo,NA,NA,NA
2018_282,NA,Kosovo,NA,NA,NA
2018_283,NA,Kosovo,NA,NA,NA
2018_303,NA,Ukraine,NA,NA,NA
2018_304,NA,Ukraine,NA,NA,NA
2018_305,NA,Ukraine,NA,NA,NA
2018_309,NA,Kosovo,NA,NA,NA
2018_310,NA,Kosovo,NA,NA,NA
2018_317,NA,Macedonia,NA,NA,NA
2018_318,NA,Macedonia,NA,NA,NA
2018_322,NA,Gambia,NA,NA,NA
2018_323,NA,Gambia,NA,NA,NA
2018_326,NA,Gambia,NA,NA,NA
2018_328,NA,Gambia,NA,NA,NA
2018_343,NA,Kosovo,NA,NA,NA
2018_344,NA,Kosovo,NA,NA,NA
2018_360,NA,Gambia,NA,NA,NA
2018_361,NA,Gambia,NA,NA,NA
2018_362,NA,Gambia,NA,NA,NA
2018_364,NA,Gambia,NA,NA,NA
2018_365,NA,Gambia,NA,NA,NA
2018_366,NA,Gambia,NA,NA,NA
2018_381,NA,Guinea,NA,NA,NA
2018_382,NA,Guinea,NA,NA,NA
2018_383,NA,Guinea,NA,NA,NA
2018_385,NA,Guinea,NA,NA,NA
2018_386,NA,Guinea,NA,NA,NA
2018_387,NA,Ghana,NA,NA,NA
2018_388,NA,Ghana,NA,NA,NA
2018_389,NA,Ghana,NA,NA,NA
2018_390,NA,Macedonia,NA,NA,NA
2018_391,NA,Macedonia,NA,NA,NA
2018_392,NA,Moldova,NA,NA,NA
2018_393,NA,Moldova,NA,NA,NA
2018_394,NA,Moldova,NA,NA,NA
2018_399,NA,Kosovo,NA,NA,NA
2018_400,NA,Kosovo,NA,NA,NA
2018_401,NA,Macedonia,NA,NA,NA
2018_402,NA,Macedonia,NA,NA,NA
2018_419,NA,Armenia,NA,NA,NA
2018_420,NA,Armenia,NA,NA,NA
2018_431,NA,Macedonia,NA,NA,NA
2018_432,NA,Macedonia,NA,NA,NA
2018_443,NA,Bosnia and Herzegovina,NA,NA,NA
2018_444,NA,Bosnia and Herzegovina,NA,NA,NA
2018_445,NA,Azerbaijan,NA,NA,NA
2018_447,NA,Azerbaijan,NA,NA,NA
2018_448,NA,Azerbaijan,NA,NA,NA
2018_454,NA,Gambia,NA,NA,NA
2018_456,NA,Gambia,NA,NA,NA
2018_457,NA,Gambia,NA,NA,NA
2018_458,NA,Gambia,NA,NA,NA
2018_459,NA,Gambia,NA,NA,NA
2018_460,NA,Gambia,NA,NA,NA
2018_470,NA,Kosovo,NA,NA,NA
2018_471,NA,Kosovo,NA,NA,NA
2018_502,NA,Gambia,NA,NA,NA
2018_503,NA,Gambia,NA,NA,NA
2018_505,NA,Gambia,NA,NA,NA
2018_506,NA,Gambia,NA,NA,NA
2018_507,NA,Gambia,NA,NA,NA
2018_515,NA,Macedonia,NA,NA,NA
2018_516,NA,Macedonia,NA,NA,NA
2018_518,NA,Kosovo,NA,NA,NA
2018_540,NA,Moldova,NA,NA,NA
2018_541,NA,Moldova,NA,NA,NA
2018_575,NA,Serbia,NA,NA,NA
2018_576,NA,Serbia,NA,NA,NA
2018_577,NA,Serbia,NA,NA,NA
2018_582,NA,Kosovo,NA,NA,NA
2018_583,NA,Kosovo,NA,NA,NA
2018_584,NA,Kosovo,NA,NA,NA
2018_601,NA,Ghana,NA,NA,NA
2018_602,NA,Ghana,NA,NA,NA
2018_603,NA,Ghana,NA,NA,NA
2018_604,NA,Ghana,NA,NA,NA
2018_630,NA,Serbia,NA,NA,NA
2018_631,NA,Serbia,NA,NA,NA
2018_637,NA,Kosovo,NA,NA,NA
2018_643,NA,Moldova,NA,NA,NA
2018_644,NA,Moldova,NA,NA,NA
2018_654,NA,Serbia,NA,NA,NA
2018_655,NA,Serbia,NA,NA,NA
2018_659,NA,Gambia,NA,NA,NA
2018_660,NA,Gambia,NA,NA,NA
2018_661,NA,Gambia,NA,NA,NA
2018_662,NA,Gambia,NA,NA,NA
2018_663,NA,Gambia,NA,NA,NA
2018_664,NA,Gambia,NA,NA,NA
2018_701,NA,Serbia,NA,NA,NA
2018_702,NA,Serbia,NA,NA,NA
2018_706,NA,Kosovo,NA,NA,NA
2018_717,NA,Gambia,NA,NA,NA
2018_718,NA,Gambia,NA,NA,NA
2018_719,NA,Gambia,NA,NA,NA
2018_720,NA,Gambia,NA,NA,NA
2018_721,NA,Gambia,NA,NA,NA
2018_722,NA,Gambia,NA,NA,NA
2018_723,NA,Gambia,NA,NA,NA
2018_747,NA,Moldova,NA,NA,NA
2018_748,NA,Moldova,NA,NA,NA
2018_754,NA,Kosovo,NA,NA,NA
2018_755,NA,Kosovo,NA,NA,NA
2018_772,NA,Macedonia,NA,NA,NA
2018_784,NA,Serbia,NA,NA,NA
2018_788,NA,Gambia,NA,NA,NA
2018_789,NA,Gambia,NA,NA,NA
2018_790,NA,Gambia,NA,NA,NA
2018_791,NA,Gambia,NA,NA,NA
2018_792,NA,Gambia,NA,NA,NA
2018_793,NA,Gambia,NA,NA,NA
2018_795,NA,Gambia,NA,NA,NA
2018_796,NA,Gambia,NA,NA,NA
2018_797,NA,Kosovo,NA,NA,NA
2018_798,NA,Kosovo,NA,NA,NA
2018_799,NA,Moldova,NA,NA,NA
2018_800,NA,Moldova,NA,NA,NA
2018_814,NA,Serbia,NA,NA,NA
2018_815,NA,Serbia,NA,NA,NA
2018_168,NA,Bosnia and Herzegovina,NA,NA,NA
2018_169,NA,Bosnia and Herzegovina,NA,NA,NA
2018_188,NA,Bosnia and Herzegovina,NA,NA,NA
2018_189,NA,Bosnia and Herzegovina,NA,NA,NA
2018_190,NA,Bosnia and Herzegovina,NA,NA,NA
2018_210,NA,Macedonia,NA,NA,NA
2018_211,NA,Macedonia,NA,NA,NA
2018_772,NA,Albania,NA,NA,NA
2017_1,21,Tunisia,NA,NA,NA
2017_2,17,Albania,NA,NA,NA
2017_3,2,Mali,NA,NA,NA
2017_4,5,Sri Lanka,NA,NA,NA
2017_5,1,Sri Lanka,NA,NA,NA
2017_6,15,Tunisia,NA,NA,NA
2017_7,42,Albania,NA,NA,NA
2017_8,41,Macedonia,NA,NA,NA
2017_9,15,Macedonia,NA,NA,NA
2017_10,29,Macedonia,TRUE,15,NA
2017_11,20,Macedonia,TRUE,25,NA
2017_13,57,Serbia,NA,NA,NA
2017_14,101,Albania,NA,NA,NA
2017_15,4,Armenia,TRUE,34,NA
2017_16,5,Armenia,TRUE,11,NA
2017_17,4,Armenia,TRUE,15,NA
2017_18,1,Armenia,TRUE,2,NA
2017_21,75,Albania,NA,NA,NA
2017_22,12,Albania,TRUE,30,NA
2017_23,18,Albania,NA,NA,NA
2017_24,25,Afghanistan,NA,NA,NA
2017_25,10,Albania,NA,NA,NA
2017_26,6,Kosovo,NA,NA,NA
2017_27,4,Kosovo,NA,NA,NA
2017_28,63,Kosovo,NA,NA,NA
2017_29,5,Kosovo,NA,NA,NA
2017_31,4,Pakistan,NA,NA,NA
2017_32,5,Pakistan,NA,NA,NA
2017_33,0,Pakistan,NA,NA,NA
2017_34,0,Pakistan,NA,NA,NA
2017_35,7,Pakistan,NA,NA,NA
2017_36,4,Pakistan,NA,NA,NA
2017_37,0,Pakistan,NA,NA,NA
2017_40,37,Nigeria,NA,NA,NA
2017_41,0,Nigeria,NA,NA,NA
2017_42,1,Nigeria,NA,NA,NA
2017_43,1,Nigeria,NA,NA,NA
2017_45,16,Albania,NA,NA,NA
2017_47,74,Serbia,NA,NA,NA
2017_48,3,Serbia,NA,NA,NA
2017_51,15,Albania,NA,NA,NA
2017_52,16,Albania,NA,NA,NA
2017_53,16,Tunisia,NA,NA,NA
2017_54,52,Albania,NA,NA,NA
2017_55,9,Albania,NA,NA,NA
2017_56,30,Albania,NA,NA,NA
2017_58,44,Albania,NA,NA,NA
2017_59,15,Albania,NA,NA,NA
2017_60,9,Serbia,NA,NA,NA
2017_61,39,Kosovo,NA,NA,NA
2017_62,1,Ghana,NA,NA,NA
2017_63,1,Ghana,NA,NA,NA
2017_64,26,Albania,FALSE,34,NA
2017_65,19,Albania,NA,NA,NA
2017_66,4,Albania,NA,NA,NA
2017_68,15,Albania,NA,NA,NA
2017_69,13,Nigeria,NA,NA,NA
2017_70,2,Nigeria,NA,NA,NA
2017_71,1,Nigeria,NA,NA,NA
2017_72,3,Nigeria,NA,NA,NA
2017_73,7,Nigeria,NA,NA,NA
2017_74,7,Nigeria,NA,NA,NA
2017_75,2,Nigeria,NA,NA,NA
2017_76,15,Nigeria,NA,NA,NA
2017_77,5,Nigeria,NA,NA,NA
2017_78,3,Nigeria,NA,NA,NA
2017_81,10,Albania,NA,NA,NA
2017_82,25,Albania,TRUE,10,NA
2017_83,4,Albania,TRUE,10,NA
2017_85,22,Albania,TRUE,20,NA
2017_87,38,Macedonia,TRUE,33,NA
2017_89,3,Kosovo,NA,NA,NA
2017_90,35,Kosovo,NA,NA,NA
2017_91,1,Kosovo,NA,NA,NA
2017_93,122,Albania,NA,NA,NA
2017_95,18,Afghanistan,NA,NA,NA
2017_96,14,Albania,NA,NA,NA
2017_97,10,Armenia,NA,NA,NA
2017_98,3,Armenia,TRUE,10,NA
2017_99,0,Armenia,NA,NA,NA
2017_100,1,Armenia,TRUE,4,NA
2017_102,33,Nigeria,NA,NA,NA
2017_103,3,Nigeria,NA,NA,NA
2017_104,7,Nigeria,NA,NA,NA
2017_106,3,Afghanistan,NA,NA,NA
2017_107,27,Tunisia,NA,NA,NA
2017_108,31,Albania,NA,NA,NA
2017_109,5,Albania,TRUE,10,NA
2017_110,84,Serbia,NA,NA,NA
2017_111,16,Afghanistan,NA,NA,NA
2017_112,33,Serbia,FALSE,22,NA
2017_114,16,Albania,NA,NA,NA
2017_115,7,Russia,NA,NA,NA
2017_116,5,Russia,NA,NA,NA
2017_118,41,Kosovo,NA,NA,NA
2017_120,25,Serbia,TRUE,15,NA
2017_122,10,Kosovo,NA,NA,NA
2017_123,37,Nigeria,NA,NA,NA
2017_124,27,Pakistan,NA,NA,NA
2017_125,12,Pakistan,NA,NA,NA
2017_126,0,Pakistan,NA,NA,NA
2017_127,0,Pakistan,NA,NA,NA
2017_128,1,Pakistan,NA,NA,NA
2017_129,2,Pakistan,NA,NA,NA
2017_130,14,Pakistan,NA,NA,NA
2017_131,4,Pakistan,NA,NA,NA
2017_132,0,Pakistan,NA,NA,NA
2017_134,65,Albania,NA,NA,NA
2017_135,22,Tunisia,NA,NA,NA
2017_136,15,Albania,NA,NA,NA
2017_137,20,Egypt,NA,NA,NA
2017_138,23,Macedonia,NA,NA,NA
2017_140,26,Tunisia,NA,NA,NA
2017_141,40,Kosovo,NA,NA,NA
2017_142,5,Kosovo,NA,NA,NA
2017_144,35,Albania,NA,NA,NA
2017_145,11,Albania,NA,NA,NA
2017_146,7,Albania,NA,NA,NA
2017_148,46,Colombia,NA,NA,NA
2017_150,2,Kyrgyzstan,NA,NA,NA
2017_151,0,Kyrgyzstan,TRUE,6,NA
2017_152,6,Serbia,NA,NA,NA
2017_153,16,Albania,NA,NA,NA
2017_154,43,Macedonia,NA,NA,NA
2017_155,28,Macedonia,NA,NA,NA
2017_157,113,Albania,NA,NA,NA
2017_158,14,Tunisia,NA,NA,NA
2017_159,70,Serbia,NA,NA,NA
2017_161,35,Albania,TRUE,10,NA
2017_163,25,Albania,FALSE,33,1
2017_164,7,Albania,NA,NA,NA
2017_165,18,Albania,NA,NA,NA
2017_167,54,Albania,NA,NA,NA
2017_168,13,Kosovo,NA,NA,NA
2017_169,12,Kosovo,NA,NA,NA
2017_171,13,Kosovo,NA,NA,NA
2017_172,90,Serbia,NA,NA,NA
2017_173,16,Albania,NA,NA,NA
2017_174,0,Ghana,NA,NA,NA
2017_175,1,Ghana,TRUE,4,NA
2017_176,3,Ghana,TRUE,20,NA
2017_179,15,Afghanistan,NA,NA,NA
2017_180,30,Tunisia,NA,NA,NA
2017_181,10,Afghanistan,NA,NA,NA
2017_182,19,Afghanistan,NA,NA,NA
2017_183,0,Afghanistan,NA,NA,NA
2017_185,42,Albania,TRUE,29,NA
2017_187,21,Pakistan,NA,NA,NA
2017_188,5,Pakistan,NA,NA,NA
2017_189,4,Pakistan,NA,NA,NA
2017_190,0,Pakistan,NA,NA,NA
2017_191,0,Pakistan,NA,NA,NA
2017_192,5,Pakistan,NA,NA,NA
2017_193,0,Pakistan,NA,NA,NA
2017_194,1,Pakistan,NA,NA,NA
2017_195,0,Pakistan,NA,NA,NA
2017_196,0,Pakistan,NA,NA,NA
2017_197,0,Pakistan,NA,NA,NA
2017_198,0,Pakistan,NA,NA,NA
2017_201,11,Lebanon,NA,NA,NA
2017_203,10,Afghanistan,NA,NA,NA
2017_204,29,Kosovo,NA,NA,NA
2017_205,40,Nigeria,NA,NA,NA
2017_206,17,Albania,NA,NA,NA
2017_207,1,Albania,NA,NA,NA
2017_208,17,Tunisia,NA,NA,NA
2017_209,18,Nigeria,NA,NA,NA
2017_210,1,Nigeria,NA,NA,NA
2017_211,7,Nigeria,NA,NA,NA
2017_212,6,Nigeria,NA,NA,NA
2017_213,6,Nigeria,NA,NA,NA
2017_214,0,Nigeria,NA,NA,NA
2017_215,5,Nigeria,NA,NA,NA
2017_216,4,Nigeria,NA,NA,NA
2017_217,3,Nigeria,NA,NA,NA
2017_220,71,Albania,NA,NA,NA
2017_221,5,Albania,NA,NA,NA
2017_222,89,Serbia,NA,NA,NA
2017_223,30,Albania,FALSE,33,1
2017_225,23,Tunisia,NA,NA,NA
2017_226,11,Congo DR,NA,NA,NA
2017_227,1,Congo DR,NA,NA,NA
2017_228,1,Congo DR,NA,NA,NA
2017_229,0,Congo DR,NA,NA,NA
2017_230,1,Congo DR,NA,NA,NA
2017_231,1,Congo DR,NA,NA,NA
2017_232,1,Congo DR,NA,NA,NA
2017_235,16,Albania,NA,NA,NA
2017_236,26,Serbia,FALSE,23,1
2017_238,27,Albania,NA,NA,NA
2017_239,14,Afghanistan,NA,NA,NA
2017_240,26,Albania,TRUE,14,NA
2017_242,25,Pakistan,NA,NA,NA
2017_243,4,Pakistan,NA,NA,NA
2017_244,3,Pakistan,NA,NA,NA
2017_245,3,Pakistan,NA,NA,NA
2017_246,3,Pakistan,NA,NA,NA
2017_247,0,Pakistan,NA,NA,NA
2017_250,27,Albania,FALSE,33,NA
2017_251,7,Albania,NA,NA,NA
2017_252,7,Albania,NA,NA,NA
2017_254,20,Russia,NA,NA,NA
2017_255,19,Albania,NA,NA,NA
2017_256,20,Albania,NA,NA,NA
2017_257,12,Albania,NA,NA,NA
2017_259,50,Serbia,TRUE,25,NA
2017_261,30,Tunisia,NA,NA,NA
2017_262,86,Albania,FALSE,20,NA
2017_265,38,Albania,NA,NA,NA
2017_267,7,Nigeria,NA,NA,NA
2017_268,7,Nigeria,NA,NA,NA
2017_269,1,Nigeria,NA,NA,NA
2017_270,4,Nigeria,NA,NA,NA
2017_271,8,Nigeria,NA,NA,NA
2017_272,4,Nigeria,NA,NA,NA
2017_273,0,Nigeria,NA,NA,NA
2017_274,9,Nigeria,NA,NA,NA
2017_277,40,Nigeria,NA,NA,NA
2017_278,9,Armenia,NA,NA,NA
2017_279,13,Armenia,TRUE,13,NA
2017_280,1,Armenia,TRUE,2,NA
2017_281,1,Armenia,TRUE,3,NA
2017_282,1,Armenia,TRUE,4,NA
2017_284,36,Montenegro,NA,NA,NA
2017_285,77,Macedonia,NA,NA,NA
2017_286,29,Tunisia,NA,NA,NA
2017_287,1,Egypt,NA,NA,NA
2017_288,0,Egypt,NA,NA,NA
2017_289,4,Egypt,NA,NA,NA
